model,test_accuracy,test_precision,test_recall,test_f1,test_mcc,test_roc_auc,test_pr_auc
random_forest,0.7633333333333333,0.3402542372881356,0.5835755813953488,0.42987152034261245,0.3103866870502783,0.7735773868170283,0.3592839751452713
xgboost,0.7137777777777777,0.31762917933130697,0.7594476744186046,0.4479211315902272,0.34747340562688483,0.8019114020290881,0.39846853567799867
lightgbm,0.7022222222222222,0.3117782909930716,0.7848837209302325,0.4462809917355372,0.34924297609393784,0.8028040086080676,0.3984183951680066
