model,validation_accuracy,validation_precision,validation_recall,validation_f1,validation_mcc,validation_roc_auc,validation_pr_auc,test_accuracy,test_precision,test_recall,test_f1,test_mcc,test_roc_auc,test_pr_auc
random_forest,0.7783951989330963,0.5218253968253969,0.505283381364073,0.5134211810639336,0.3700759542311271,0.7933934398176776,0.5116875736456296,0.7787777777777778,0.35237638022083534,0.5334302325581395,0.4244001156403585,0.30418883155781073,0.777166877775812,0.3676481564319586
xgboost,0.7551678150700155,0.48068943504628153,0.723342939481268,0.5775647171620326,0.4320706432036243,0.8236868009638372,0.5766942623243703,0.7162222222222222,0.3193251533742331,0.7565406976744186,0.44909404659188956,0.3485320031716471,0.8037298829888481,0.4037612908475629
