feature,importance
la,0.19209845544419998
ld,0.09775039421102326
age,0.0921671548735408
arexp,0.09173921523140376
aexp,0.08472697216193602
ent,0.08064749282323903
nuc,0.07605807893315895
ndev,0.07411808398295285
asexp,0.06937130412415816
nf,0.0675440372225692
nd,0.05809843606640971
ns,0.015680374925408386
