feature,importance
la,0.32426056
arexp,0.101235636
nd,0.07901466
age,0.068664394
ndev,0.061500594
aexp,0.059054982
ld,0.058736224
asexp,0.054375254
ent,0.053958185
nuc,0.050625425
ns,0.046259146
nf,0.04231493
