model,validation_accuracy,validation_precision,validation_recall,validation_f1,validation_mcc,validation_roc_auc,validation_pr_auc,test_accuracy,test_precision,test_recall,test_f1,test_mcc,test_roc_auc,test_pr_auc
random_forest,0.7509446543676372,0.4686142913541255,0.5701248799231509,0.514409534127844,0.35211151626939186,0.7706076249702065,0.5041802448622528,0.7402222222222222,0.3178030303030303,0.6097383720930233,0.41782868525896416,0.29523861025220843,0.7681386255002562,0.36505642629764634
xgboost,0.7161591464769949,0.4297619047619048,0.6935638808837656,0.5306872473355384,0.3631423412212892,0.78542485814403,0.5322347768319668,0.6891111111111111,0.29486439699942296,0.7427325581395349,0.4221396117306898,0.3122122809151618,0.7806342596970399,0.3801765867911528
