feature,importance
la,0.31291693
arexp,0.09361475
nd,0.07789712
ndev,0.06917159
ld,0.06435687
age,0.061964586
aexp,0.06153032
nuc,0.057885293
ns,0.057201594
ent,0.050223578
asexp,0.04954572
nf,0.043691736
