model,validation_accuracy,validation_precision,validation_recall,validation_f1,validation_mcc,validation_roc_auc,validation_pr_auc,test_accuracy,test_precision,test_recall,test_f1,test_mcc,test_roc_auc,test_pr_auc
probability_stacking,0.7390531229162036,0.4609741784037559,0.7545629202689721,0.5723132969034609,0.42508316524932394,0.8230064465086457,0.5722415223039765,0.6997777777777778,0.31046312178387653,0.7892441860465116,0.44562987279441935,0.34912155219253993,0.8041430137997512,0.3966415755390122
