experiment,model,n_features,validation_accuracy,validation_precision,validation_recall,validation_f1,validation_mcc,validation_roc_auc,validation_pr_auc,test_accuracy,test_precision,test_recall,test_f1,test_mcc,test_roc_auc,test_pr_auc
experiment_3_llm_only,random_forest,51,0.6884863302956212,0.3679003297911323,0.48222862632084534,0.4173768447308252,0.21358117817180636,0.6724239661445789,0.34342712397284625,0.6881111111111111,0.25095718760877134,0.5239825581395349,0.3393739703459638,0.18660117012785327,0.6686205701395836,0.24012393636601342
experiment_3_llm_only,xgboost,51,0.6511446988219605,0.3508326277166243,0.5970220941402498,0.44195555555555555,0.22826785751306625,0.6745186439274867,0.346653026039526,0.6364444444444445,0.2416893732970027,0.6446220930232558,0.3515655965120888,0.2047512732716148,0.6697461466543839,0.24251740561620835
